SERVIÇO;OPERADORA;ESTADO;TEMA;ALTERNATIVAS;CALCULO;2015;2016
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Média;Média Ponderada;5,226260;5,627468
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;;Amostra não ponderada;734,000000;454,000000
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;0.Péssimo;Percentual;19,078000;18,594771
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 1;Percentual;2,011000;1,292122
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 2;Percentual;5,161000;3,807874
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 3;Percentual;3,796000;5,186589
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 4;Percentual;7,080000;2,608380
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 5;Percentual;13,969000;12,156807
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 6;Percentual;5,996000;6,464839
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 7;Percentual;10,307000;12,828901
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 8;Percentual;13,317000;10,614422
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;Nota 9;Percentual;5,743000;5,653212
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;10.Excelente;Percentual;13,326000;19,592587
SCM;Total Brasil;BA;Cumprimento do prazo para reparo acordado;99. NS/ NR;Percentual;0,216000;1,199494
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Média;Média Ponderada;5,637507;5,778769
SCM;Total Brasil;BA;Qualidade do reparo do serviço;;Amostra não ponderada;734,000000;454,000000
SCM;Total Brasil;BA;Qualidade do reparo do serviço;0.Péssimo;Percentual;15,491000;16,811456
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 1;Percentual;2,939000;0,925530
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 2;Percentual;3,847000;3,924639
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 3;Percentual;5,267000;3,175468
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 4;Percentual;4,618000;5,596478
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 5;Percentual;11,325000;12,986847
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 6;Percentual;8,171000;6,836407
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 7;Percentual;12,157000;9,102644
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 8;Percentual;12,819000;13,822923
SCM;Total Brasil;BA;Qualidade do reparo do serviço;Nota 9;Percentual;8,123000;8,307750
SCM;Total Brasil;BA;Qualidade do reparo do serviço;10.Excelente;Percentual;15,244000;17,814994
SCM;Total Brasil;BA;Qualidade do reparo do serviço;99. NS/ NR;Percentual;0,000000;0,694863
SCM;Total Brasil;BA;Existe outra operadora que oferece o mesmo serviço no local;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Existe outra operadora que oferece o mesmo serviço no local;1.Sim;Percentual;66,332000;68,607251
SCM;Total Brasil;BA;Existe outra operadora que oferece o mesmo serviço no local;2.Não;Percentual;29,289000;25,114898
SCM;Total Brasil;BA;Existe outra operadora que oferece o mesmo serviço no local;3.Não sabe (espontâneo);Percentual;4,379000;6,277851
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;Recusa;Percentual;1,940000;3,085857
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;Média;Média Ponderada;1,961026;2,023310
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;19 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;18 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;17 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;16 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;15 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;14 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;13 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;12 Pessoas;Percentual;0,029000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;11 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;1 Pessoa;Percentual;32,839000;32,287299
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;20 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;2 Pessoas;Percentual;46,371000;43,470763
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;3 Pessoas;Percentual;12,452000;13,482280
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;4 Pessoas;Percentual;4,413000;4,514269
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;5 Pessoas;Percentual;1,237000;2,137102
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;6 Pessoas;Percentual;0,430000;0,583988
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;7 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;8 Pessoas;Percentual;0,144000;0,000000
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;9 Pessoas;Percentual;0,000000;0,219221
SCM;Total Brasil;BA;Quantidade de pessoas que contribuem para a renda domiciliar;10 Pessoas;Percentual;0,144000;0,219221
SCM;Total Brasil;BA;Renda Domiciliar;Recusa;Percentual;;18,160583
SCM;Total Brasil;BA;Renda Domiciliar;Sem renda;Percentual;;9,348479
SCM;Total Brasil;BA;Renda Domiciliar;Recusa;Percentual;13,374000;
SCM;Total Brasil;BA;Renda Domiciliar;Sem renda;Percentual;0,000000;
SCM;Total Brasil;BA;Renda Domiciliar;Média;Média Ponderada;;4438,763625
SCM;Total Brasil;BA;Renda Domiciliar;Média;Média Ponderada;4330,950013;
SCM;Total Brasil;BA;Renda Domiciliar;;Amostra não ponderada;;838,000000
SCM;Total Brasil;BA;Renda Domiciliar;;Amostra não ponderada;1196,000000;
SCM;Total Brasil;BA;Renda Domiciliar;1. Até R$ 1.760,00  (até 2 SM);Percentual;;22,879469
SCM;Total Brasil;BA;Renda Domiciliar;1.Até R$ 788 (até 1 SM);Percentual;7,034000;
SCM;Total Brasil;BA;Renda Domiciliar;2. De R$ 1.760,00 a R$ 3.520,00 (de 2 a 4 SM);Percentual;;21,366549
SCM;Total Brasil;BA;Renda Domiciliar;2. Mais de R$ 788 até R$ 1576 (de 1 a 2 SM);Percentual;21,284000;
SCM;Total Brasil;BA;Renda Domiciliar;3. Mais de R$ 3.520,00  até R$ 5.280,00 (de 4 a 6 SM);Percentual;;12,780460
SCM;Total Brasil;BA;Renda Domiciliar;3. Mais de R$ 1576 até R$ 3152 (de 3 a 4 SM);Percentual;25,458000;
SCM;Total Brasil;BA;Renda Domiciliar;4. Mais de R$ 3152 até R$ 4728 (de 4 a 6 SM);Percentual;7,358000;
SCM;Total Brasil;BA;Renda Domiciliar;5. Acima de R$ 8.800,00 (acima de 10 SM);Percentual;;9,314530
SCM;Total Brasil;BA;Renda Domiciliar;4. Mais de R$ 5.280,00 até R$ 8.800,00 (de 6 a 10 SM);Percentual;;6,149932
SCM;Total Brasil;BA;Renda Domiciliar;6. Mais de R$ 7880 (acima de 10 SM);Percentual;12,831000;
SCM;Total Brasil;BA;Renda Domiciliar;5. Mais de R$ 4728 até R$ 7880 (de 6 a 10 SM);Percentual;12,662000;
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Média;Média Ponderada;5,936997;5,824875
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Satisfação geral;Média Indicadores;5,936997;5,824875
SCM;Total Brasil;BA;Indicador de Satisfação Geral;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Indicador de Satisfação Geral;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Indicador de Satisfação Geral;0.Totalmente Insatisfeito;Percentual;7,942000;8,379627
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 1;Percentual;1,871000;1,054892
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 2;Percentual;2,703000;3,084052
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 3;Percentual;4,392000;3,986921
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 4;Percentual;6,304000;6,002658
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 5;Percentual;18,153000;18,421567
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 6;Percentual;9,448000;10,567679
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 7;Percentual;16,217000;19,733206
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 8;Percentual;18,072000;18,553338
SCM;Total Brasil;BA;Indicador de Satisfação Geral;Nota 9;Percentual;6,494000;4,940544
SCM;Total Brasil;BA;Indicador de Satisfação Geral;10.Totalmente Satisfeito;Percentual;8,404000;5,275517
SCM;Total Brasil;BA;Indicador de Satisfação Geral;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;BA;Responsável pelo pagamento;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Responsável pelo pagamento;1.Sim;Percentual;67,989000;68,685755
SCM;Total Brasil;BA;Responsável pelo pagamento;2.Não;Percentual;32,011000;31,314245
SCM;Total Brasil;BA;Idade;Média;Média Ponderada;41,599095;39,792648
SCM;Total Brasil;BA;Idade;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Idade;3.De 18 a 24 anos;Percentual;11,916000;13,384424
SCM;Total Brasil;BA;Idade;4.De 25 a 30 anos;Percentual;11,699000;13,706840
SCM;Total Brasil;BA;Idade;5.De 31 a 35 anos;Percentual;13,901000;14,159375
SCM;Total Brasil;BA;Idade;6.De 36 a 40 anos;Percentual;15,501000;14,940210
SCM;Total Brasil;BA;Idade;7.De 41 a 50 anos;Percentual;20,301000;22,804580
SCM;Total Brasil;BA;Idade;8.De 51 a 70 anos;Percentual;23,400000;19,273449
SCM;Total Brasil;BA;Idade;9.Mais de 70 anos;Percentual;3,282000;1,731121
SCM;Total Brasil;BA;Gênero;;Amostra não ponderada;1196,000000;838,000000
SCM;Total Brasil;BA;Gênero;1.Feminino;Percentual;59,181000;56,099351
SCM;Total Brasil;BA;Gênero;2.Masculino;Percentual;40,819000;43,900649
SCM;Total Brasil;CE;Canais de atendimento utilizados;;Amostra não ponderada;1496,000000;1070,000000
SCM;Total Brasil;CE;Canais de atendimento utilizados;1.Atendimento telefônico;Percentual;83,065000;81,853000
SCM;Total Brasil;CE;Canais de atendimento utilizados;2.Atendimento pela internet;Percentual;34,357000;35,676000
SCM;Total Brasil;CE;Canais de atendimento utilizados;3.Atendimento na loja da operadora;Percentual;11,296000;11,936000
SCM;Total Brasil;CE;Canais de atendimento utilizados;4.Nenhum destes canais;Percentual;10,083000;11,505000
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Média;Média Ponderada;5,385670;5,642389
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;;Amostra não ponderada;1219,000000;842,000000
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;0.Péssimo;Percentual;15,799000;13,530035
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 1;Percentual;3,022000;1,613543
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 2;Percentual;4,358000;4,274703
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 3;Percentual;4,148000;6,849316
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 4;Percentual;6,471000;4,679754
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 5;Percentual;14,115000;13,109716
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 6;Percentual;7,247000;7,327365
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 7;Percentual;11,358000;14,559296
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 8;Percentual;15,581000;14,121167
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;Nota 9;Percentual;8,066000;7,941215
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;10.Excelente;Percentual;9,694000;11,764864
SCM;Total Brasil;CE;Tempo de espera para falar com o atendente;99. NS/ NR;Percentual;0,140000;0,229025
SCM;Total Brasil;CE;Indicador de Atendimento Telefônico;Atendimento Telefônico;Média Indicadores;5,890339;6,186097
SCM;Total Brasil;CE;Indicador de Atendimento Telefônico;;Amostra não ponderada;1219,000000;841,000000
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Média;Média Ponderada;5,679250;6,003157
SCM;Total Brasil;CE;Necessidade de repetir a demanda;;Amostra não ponderada;1219,000000;842,000000
SCM;Total Brasil;CE;Necessidade de repetir a demanda;0.Péssimo;Percentual;13,377000;11,972399
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 1;Percentual;2,222000;1,711808
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 2;Percentual;4,852000;3,421005
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 3;Percentual;4,143000;4,027384
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 4;Percentual;5,243000;3,605014
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 5;Percentual;16,187000;12,983823
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 6;Percentual;5,639000;9,150737
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 7;Percentual;10,566000;14,713447
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 8;Percentual;17,120000;14,653969
SCM;Total Brasil;CE;Necessidade de repetir a demanda;Nota 9;Percentual;8,926000;10,119907
SCM;Total Brasil;CE;Necessidade de repetir a demanda;10.Excelente;Percentual;11,569000;13,071570
SCM;Total Brasil;CE;Necessidade de repetir a demanda;99. NS/ NR;Percentual;0,157000;0,568938
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Média;Média Ponderada;6,600149;6,921614
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;;Amostra não ponderada;1219,000000;842,000000
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;0.Péssimo;Percentual;8,918000;7,133274
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 1;Percentual;1,496000;0,979086
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 2;Percentual;2,891000;1,029600
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 3;Percentual;3,414000;3,586998
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 4;Percentual;4,768000;3,657108
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 5;Percentual;10,353000;9,656366
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 6;Percentual;6,555000;6,735818
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 7;Percentual;12,172000;13,930163
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 8;Percentual;17,292000;20,517100
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 9;Percentual;11,676000;13,177838
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;10.Excelente;Percentual;20,186000;19,213979
SCM;Total Brasil;CE;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;99. NS/ NR;Percentual;0,280000;0,382671
SCM;Total Brasil;CE;Nota para o atendimento telefônico;Média;Média Ponderada;6,624850;6,858437
SCM;Total Brasil;CE;Nota para o atendimento telefônico;;Amostra não ponderada;1219,000000;842,000000
SCM;Total Brasil;CE;Nota para o atendimento telefônico;0.Péssimo;Percentual;6,708000;7,644849
SCM;Total Brasil;CE;Nota para o atendimento telefônico;Nota 1;Percentual;0,880000;1,449760
SCM;Total Brasil;CE;Nota para o atendimento telefônico;Nota 2;Percentual;3,884000;2,001083
SCM;Total Brasil;CE;Nota para o atendimento telefônico;Nota 3;Percentual;4,318000;1,965250
SCM;Total Brasil;CE;Nota para o atendimento telefônico;Nota 4;Percentual;4,448000;2,947949
SCM;Total Brasil;CE;Nota para o atendimento telefônico;Nota 5;Percentual;13,471000;9,663845
